Name,Team,G,PA,H,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
Vladimir Guerrero,- - -,2147,9059,2590,449,1328,1496,181,8.10%,10.90%,0.235,0.316,0.318,0.379,0.553,0.39,136,-49.8,370.2,-115,54.3,778
Ted Simmons,- - -,2456,9685,2472,248,1074,1389,21,8.80%,7.20%,0.152,0.284,0.285,0.348,0.437,0.347,116,-7.6,164.6,28.1,54.2,1011986
Gabby Hartnett,- - -,1990,7297,1912,236,867,1179,28,9.60%,9.60%,0.192,0.305,0.297,0.37,0.489,0.389,127,2.7,255.3,65.9,53.7,1005458
Willie Davis,- - -,2429,9822,2561,182,1217,1053,398,4.30%,9.90%,0.133,0.293,0.279,0.311,0.412,0.321,105,32.4,87.7,90.7,53.7,1003088
Bobby Doerr,Red Sox,1865,8028,2042,223,1094,1247,54,10.10%,7.60%,0.173,0.29,0.288,0.362,0.461,0.38,115,-18.3,125.1,116,53.3,1003355
David Wright,Mets,1583,6869,1777,242,949,970,196,11.10%,18.80%,0.195,0.339,0.296,0.376,0.491,0.373,133,18.5,298.2,7.4,53.2,3787
Kiki Cuyler,- - -,1878,8098,2299,128,1305,1065,328,8.30%,9.30%,0.152,0.346,0.321,0.386,0.474,0.393,126,54.1,334.7,-45.1,52.9,1002914
Jimmy Wynn,- - -,1920,8010,1665,291,1105,964,225,15.30%,17.80%,0.186,0.274,0.25,0.366,0.436,0.362,130,9.9,274.5,-63.8,52.8,1014313
Jimmy Collins,- - -,1725,7452,1999,65,1055,983,194,5.70%,3.90%,0.115,0.287,0.294,0.343,0.409,0.358,111,-13.1,95.1,171.7,52.5,1002455
Harry Hooper,- - -,2309,10244,2466,75,1429,817,375,11.10%,5.20%,0.106,0.294,0.281,0.368,0.387,0.363,116,-2.4,188.4,-30.5,52.3,1006002
Jim O'Rourke,- - -,1999,9051,2643,62,1729,1203,224,5.60%,4.00%,0.112,0.319,0.311,0.352,0.423,0.36,127,-4,364.1,-104.6,52.1,1009839
Tommy Leach,- - -,2156,9051,2143,63,1355,810,361,9.10%,8.70%,0.1,0.281,0.269,0.34,0.37,0.344,110,8.5,108.4,71.6,52.1,1007428
Will Clark,- - -,1976,8283,2176,284,1186,1205,67,11.30%,14.40%,0.193,0.326,0.303,0.384,0.497,0.381,136,-8.1,347.7,-115.9,52,1002318
Chet Lemon,- - -,1988,7874,1875,215,973,884,58,9.50%,13.00%,0.169,0.292,0.273,0.355,0.442,0.356,122,-18.6,182.4,63.3,52,1007518
George Sisler,- - -,2055,9013,2812,102,1284,1175,375,5.20%,3.60%,0.128,0.346,0.34,0.379,0.468,0.393,123,19.4,262.8,-73.6,51.9,1012021
Mike Trout,Angels,866,3798,980,187,641,539,155,13.60%,21.90%,0.26,0.359,0.307,0.408,0.567,0.412,170,44.5,351.6,11.1,51.5,10155
Enos Slaughter,- - -,2380,9084,2383,169,1247,1304,71,11.20%,5.90%,0.153,0.305,0.3,0.382,0.453,0.384,126,8.3,286.6,-71.5,51.4,1012060
Larry Doby,- - -,1533,6302,1515,253,960,970,47,13.80%,16.00%,0.207,0.307,0.283,0.386,0.49,0.396,137,-2.4,288,7,51.1,1003346
Robinson Cano,- - -,1937,8236,2307,297,1117,1152,51,6.50%,12.30%,0.192,0.318,0.305,0.354,0.497,0.364,127,-31.7,230.6,-14,51.1,3269
Minnie Minoso,- - -,1835,7710,1963,186,1136,1023,205,10.60%,7.60%,0.161,0.303,0.298,0.389,0.459,0.382,133,-5.3,299.4,-47.7,50.8,1008984
Jim Rice,Red Sox,2089,9058,2452,382,1249,1451,58,7.40%,15.70%,0.204,0.318,0.298,0.352,0.502,0.375,128,-2.1,297.5,-106.3,50.8,1010897
Jose Cruz,- - -,2353,8931,2251,165,1036,1077,317,10.10%,11.50%,0.136,0.307,0.284,0.354,0.42,0.344,119,10.4,206.1,-11.3,50.8,1002841
Mike Cameron,- - -,1955,7884,1700,278,1064,968,297,11.00%,24.10%,0.195,0.301,0.249,0.338,0.444,0.341,107,51.9,120.2,130.4,50.7,1070
Mickey Cochrane,- - -,1482,6206,1652,119,1041,832,64,13.80%,3.50%,0.158,0.317,0.32,0.419,0.478,0.413,132,-8.5,260.3,42.7,50.6,1002384
Jack Clark,- - -,1994,8230,1826,340,1118,1180,77,15.30%,17.50%,0.209,0.289,0.267,0.379,0.476,0.377,138,-10,349.1,-135.7,50.6,1002288
David Ortiz,- - -,2408,10091,2472,541,1419,1768,17,13.10%,17.30%,0.265,0.3,0.286,0.38,0.552,0.392,140,-78,405.3,-248.4,50.5,745
Matt Holliday,- - -,1851,7812,2061,311,1141,1202,108,10.00%,16.80%,0.213,0.332,0.3,0.38,0.513,0.384,136,-1.5,336.5,-91.7,50.5,1873
Bob Elliott,- - -,1978,8190,2061,170,1064,1195,60,11.80%,7.40%,0.151,0.297,0.289,0.375,0.44,0.38,124,9.2,252.2,-18.8,50.5,1003733
Heinie Groh,- - -,1676,7035,1774,26,918,566,180,9.90%,4.90%,0.092,0.307,0.292,0.373,0.384,0.365,122,-2.6,157.6,76.4,50.4,1005078
Sam Rice,- - -,2404,10246,2987,34,1514,1078,351,6.90%,2.70%,0.104,0.33,0.322,0.374,0.427,0.372,113,9.3,180,-33,50.3,1010900
Orlando Cepeda,- - -,2124,8695,2351,379,1131,1365,142,6.80%,13.40%,0.203,0.306,0.297,0.35,0.499,0.37,131,0.4,316.9,-139,50.3,1002103
Joey Votto,Reds,1366,5860,1510,247,822,799,70,15.90%,18.00%,0.228,0.352,0.311,0.424,0.539,0.41,157,-17.3,378,-78.9,50.1,4314
Tony Lazzeri,- - -,1740,7303,1840,178,986,1191,148,11.90%,11.80%,0.174,0.316,0.292,0.38,0.467,0.387,122,-8.1,208,49,50.1,1007422
Cesar Cedeno,- - -,2006,8133,2087,199,1084,976,550,8.20%,11.50%,0.158,0.302,0.285,0.347,0.443,0.353,122,42.3,248.6,-50.4,49.9,1002100
Jason Giambi,- - -,2260,8908,2010,440,1227,1441,20,15.30%,17.60%,0.24,0.294,0.277,0.399,0.516,0.394,140,-23.4,430.2,-223.9,49.7,818
Edd Roush,- - -,1967,8156,2376,68,1099,981,268,5.90%,3.20%,0.123,0.328,0.323,0.369,0.446,0.38,127,9.8,267.9,-53.6,49.7,1011247
Larry Doyle,- - -,1766,7382,1887,74,960,793,298,8.50%,4.50%,0.118,0.295,0.29,0.357,0.408,0.368,126,11.5,227.6,-17.9,49.6,1003467
Jimmy Rollins,- - -,2275,10240,2455,231,1421,936,470,7.90%,12.30%,0.154,0.283,0.264,0.324,0.418,0.323,95,83.1,26.6,134.8,49.4,971
Ed Konetchy,- - -,2085,8664,2150,74,972,992,255,8.00%,7.80%,0.122,0.305,0.281,0.346,0.403,0.36,119,9.6,197.2,-17.3,49.3,1007093
Rocky Colavito,- - -,1841,7559,1730,374,971,1159,19,12.60%,11.60%,0.223,0.255,0.266,0.359,0.489,0.373,132,-3.9,284.2,-35.4,49.2,1002404
Fred Lynn,- - -,1969,7923,1960,306,1063,1111,72,10.80%,14.10%,0.201,0.296,0.283,0.36,0.484,0.372,129,-7.3,261.4,-53.2,49.2,1007872
Dave Bancroft,- - -,1913,8244,2004,32,1048,591,145,10.00%,5.90%,0.079,0.296,0.279,0.355,0.358,0.342,100,-2.3,3.6,209,49.2,1000503
Evan Longoria,Rays,1375,5897,1413,255,760,865,48,9.40%,20.00%,0.216,0.3,0.271,0.342,0.487,0.353,125,4.4,176.2,99.4,49.1,9368
Luis Aparicio,- - -,2601,11230,2677,83,1335,791,506,6.60%,6.60%,0.081,0.274,0.262,0.311,0.343,0.296,83,53.1,-162,302.7,49.1,1000278
Johnny Evers,- - -,1783,7210,1659,12,919,538,324,10.80%,4.20%,0.064,0.284,0.27,0.356,0.334,0.34,109,13,86.8,128.8,49,1003876
John McGraw,- - -,1099,4926,1309,13,1024,462,436,17.00%,3.30%,0.076,0.335,0.334,0.466,0.41,0.433,142,29.2,339.2,35.6,48.9,1008542
Vern Stephens,- - -,1720,7240,1859,247,1001,1174,25,9.60%,9.50%,0.174,0.289,0.286,0.355,0.46,0.377,117,-4.6,143.6,83.5,48.6,1012501
Brian Downing,- - -,2344,9309,2099,275,1188,1074,50,12.90%,12.10%,0.158,0.28,0.267,0.37,0.425,0.36,124,-8.6,259.9,-100.3,48.4,1003451
Hugh Duffy,- - -,1737,7827,2282,106,1552,1302,574,8.50%,4.00%,0.125,0.338,0.324,0.384,0.449,0.394,118,37.1,273.8,-23.4,48.3,1003533
Dustin Pedroia,Red Sox,1479,6645,1782,139,909,714,138,9.20%,9.60%,0.142,0.316,0.301,0.367,0.443,0.354,117,-7.9,123.1,120.5,48.3,8370
Frank Chance,- - -,1286,5099,1273,20,797,596,401,10.90%,5.60%,0.097,0.298,0.296,0.394,0.394,0.385,137,37.8,253.3,18.4,48.1,1002131
Joe Sewell,- - -,1903,8329,2226,49,1141,1055,74,10.10%,1.40%,0.101,0.312,0.312,0.391,0.413,0.377,111,-8.4,114.1,85.5,48.1,1011766
Buck Ewing,- - -,1315,5770,1625,71,1129,883,354,6.80%,5.10%,0.153,0.311,0.303,0.351,0.456,0.372,123,28.3,228.4,86.1,48.1,1003881
Earl Averill,- - -,1668,7215,2019,238,1224,1164,70,10.70%,7.20%,0.216,0.318,0.318,0.395,0.534,0.417,131,-14.4,298.4,-56.9,47.9,1000378
Rusty Staub,- - -,2951,11229,2716,292,1189,1466,47,11.20%,7.90%,0.151,0.28,0.279,0.362,0.431,0.353,122,-0.5,282.2,-216,47.9,1012440
Moises Alou,- - -,1942,7913,2134,332,1109,1287,106,9.30%,11.30%,0.212,0.306,0.303,0.369,0.516,0.378,129,-11.9,280,-51.5,47.7,261
Ralph Kiner,- - -,1472,6256,1451,369,971,1015,22,16.20%,12.00%,0.269,0.264,0.279,0.398,0.548,0.427,147,5.3,370.2,-105.3,47.6,1006923
Vada Pinson,- - -,2469,10403,2757,256,1365,1169,305,5.50%,11.50%,0.156,0.302,0.286,0.327,0.442,0.34,110,17.6,144.4,-44.8,47.3,1010360
George Foster,- - -,1977,7812,1925,348,986,1239,51,8.50%,18.20%,0.206,0.296,0.274,0.338,0.48,0.36,126,-0.8,233.2,-39.7,47.1,1004250
Joe Mauer,Twins,1670,7153,1910,135,925,841,51,12.00%,12.80%,0.136,0.34,0.307,0.39,0.443,0.361,124,0.3,210.2,12,47,1857
Tony Phillips,- - -,2161,9110,2023,160,1300,819,177,14.50%,16.50%,0.123,0.309,0.266,0.374,0.389,0.347,112,-13.1,125,32.7,46.6,1010300
Ian Kinsler,- - -,1614,7231,1775,221,1115,815,218,8.50%,12.20%,0.173,0.288,0.275,0.343,0.448,0.345,111,50.3,144.2,61.5,46.4,6195
Charlie Keller,- - -,1170,4604,1085,189,725,760,45,17.00%,10.80%,0.231,0.289,0.286,0.41,0.518,0.428,152,-2.4,289.6,-6.1,46,1006768
Travis Jackson,Giants,1656,6679,1768,135,833,929,71,6.20%,8.50%,0.143,0.303,0.291,0.337,0.433,0.351,101,9.9,24.8,226.8,46,1006314
J.D. Drew,- - -,1566,6153,1437,242,944,795,87,14.00%,18.50%,0.212,0.311,0.278,0.384,0.489,0.378,127,18.4,235.9,25.2,45.9,1152
George Burns,- - -,1853,8251,2077,41,1188,611,383,10.60%,6.80%,0.097,0.307,0.287,0.366,0.384,0.36,118,8.9,164.8,-12.7,45.8,1001708
Toby Harrah,- - -,2155,8767,1954,195,1115,918,238,13.20%,9.90%,0.131,0.274,0.264,0.365,0.395,0.347,116,12.2,178,-32.5,45.8,1005384
Lave Cross,- - -,2275,9710,2645,47,1333,1371,301,4.80%,2.50%,0.091,0.297,0.292,0.328,0.382,0.337,98,-15,-51.1,161.9,45.8,1002808
Jimmy Ryan,- - -,2012,9106,2502,118,1642,1093,418,8.80%,6.20%,0.137,0.323,0.306,0.374,0.444,0.386,119,-6.5,259.7,-101.1,45.7,1011341
Cupid Childs,- - -,1456,6758,1720,20,1214,743,269,14.70%,3.20%,0.083,0.328,0.306,0.416,0.389,0.396,123,-21.7,224.4,51.3,45.6,1002186
Joe Judge,- - -,2171,9171,2352,71,1184,1034,213,10.50%,5.20%,0.122,0.31,0.298,0.378,0.42,0.374,116,0.4,185.8,-49.3,45.6,1006644
Pete Browning,- - -,1183,5315,1646,46,954,659,258,8.80%,7.90%,0.125,0.347,0.341,0.403,0.467,0.407,147,1.1,382.6,-66.7,45.5,1001554
Mark Grace,- - -,2245,9290,2445,173,1179,1146,70,11.60%,6.90%,0.139,0.309,0.303,0.383,0.442,0.364,120,-12.5,214.4,-62.7,45.5,56
Fred Tenney,- - -,1994,8807,2231,22,1278,688,285,9.90%,3.80%,0.065,0.312,0.294,0.371,0.358,0.357,111,-16.3,103.2,36.3,45.5,1012916
Mike Griffin,- - -,1511,6832,1753,42,1405,719,473,11.80%,4.70%,0.111,0.309,0.296,0.388,0.407,0.383,122,16.3,257,-5.3,45.3,1005047
Larry Gardner,- - -,1923,7685,1931,27,866,934,165,8.50%,4.70%,0.096,0.301,0.289,0.355,0.384,0.355,110,-18.2,71.3,95.6,45.2,1004528
Nellie Fox,- - -,2367,10349,2663,35,1279,790,76,6.90%,2.10%,0.074,0.291,0.288,0.348,0.363,0.325,96,-11.1,-64,178.7,45.2,1004281
King Kelly,- - -,1455,6455,1813,69,1357,950,368,8.50%,6.50%,0.131,0.323,0.308,0.368,0.438,0.375,131,30.2,327.9,-60.4,45.1,1006806
Fielder Jones,- - -,1788,7894,1920,21,1180,631,359,10.30%,3.30%,0.062,0.358,0.285,0.368,0.347,0.351,116,6.6,162.7,9.6,45.1,1006555
Curtis Granderson,- - -,1740,7336,1625,306,1083,838,148,10.90%,22.60%,0.219,0.294,0.254,0.34,0.473,0.351,117,52.9,203.9,-3,45.1,4747
Gene Tenace,- - -,1555,5525,1060,201,653,674,36,17.80%,18.10%,0.187,0.266,0.241,0.388,0.429,0.373,140,-7.7,239.3,5.2,45,1012911
Mark Teixeira,- - -,1862,8029,1862,409,1099,1298,26,11.40%,17.90%,0.241,0.282,0.268,0.36,0.509,0.371,127,-7.8,256.2,-79.6,45,1281
Art Fletcher,- - -,1533,6039,1534,32,684,675,159,3.40%,5.90%,0.088,0.293,0.277,0.319,0.365,0.328,100,-0.5,-5.4,234.5,45,1004149
Hughie Jennings,- - -,1284,5639,1527,18,994,840,359,6.20%,4.00%,0.094,0.33,0.311,0.39,0.406,0.385,119,18.7,190.1,107.7,44.9,1006396
Kirby Puckett,Twins,1783,7831,2304,207,1071,1085,134,5.70%,12.30%,0.159,0.342,0.318,0.36,0.477,0.366,122,-5.7,204.9,-28.4,44.9,1010557
Bert Campaneris,- - -,2328,9625,2249,79,1181,646,649,6.40%,11.90%,0.083,0.288,0.259,0.311,0.342,0.298,90,57.7,-56,181.5,44.9,1001868
George Van Haltren,- - -,1984,8979,2532,69,1639,1014,583,9.70%,5.80%,0.101,0.332,0.316,0.385,0.417,0.384,119,24,283.5,-119.7,44.8,1013357
Matt Williams,- - -,1866,7595,1878,378,997,1218,53,6.20%,17.90%,0.22,0.282,0.268,0.317,0.489,0.345,110,-6.6,88.6,109.9,44.8,77
Bill Freehan,Tigers,1774,6899,1591,200,706,758,24,9.10%,10.90%,0.15,0.269,0.262,0.34,0.412,0.339,113,-1.2,94.3,109.1,44.8,1004315
Ellis Burks,- - -,2000,8177,2107,352,1253,1206,181,9.70%,16.40%,0.219,0.313,0.291,0.363,0.51,0.379,125,1,262.1,-79.2,44.7,372
Jorge Posada,Yankees,1828,7150,1664,275,900,1065,20,13.10%,20.30%,0.201,0.315,0.273,0.374,0.474,0.367,123,-54.5,156.2,56.9,44.7,841
Johnny Damon,- - -,2490,10917,2769,235,1668,1139,408,9.20%,11.50%,0.148,0.305,0.284,0.352,0.433,0.344,105,75.1,146,-70.3,44.5,185
Ken Singleton,- - -,2082,8559,2029,246,985,1065,21,14.80%,14.60%,0.154,0.31,0.282,0.388,0.436,0.371,134,-7.8,322.3,-183.7,44.4,1012011
Dale Murphy,- - -,2180,9041,2111,398,1197,1266,161,10.90%,19.30%,0.204,0.292,0.265,0.346,0.469,0.357,119,3.9,206.3,-76.2,44.3,1009355
Carlos Delgado,- - -,2035,8657,2038,473,1241,1512,14,12.80%,20.20%,0.266,0.303,0.28,0.383,0.546,0.391,135,-22.8,368.6,-209.1,44.2,1297
Paul Hines,- - -,1659,7470,2134,57,1217,855,163,5.00%,4.10%,0.107,0.31,0.302,0.34,0.409,0.347,124,-8.8,261.9,-46.1,44.2,1005845
Jim Fregosi,- - -,1902,7402,1726,151,844,706,76,9.70%,14.80%,0.134,0.296,0.265,0.338,0.398,0.331,113,2.1,110.9,77.1,44.2,1004330
Sam Thompson,- - -,1407,6502,1979,127,1256,1299,229,6.90%,3.50%,0.174,0.33,0.331,0.384,0.505,0.409,136,-20.5,354.1,-75.5,44.1,1013024
Boog Powell,- - -,2042,7810,1776,339,889,1187,20,12.80%,15.70%,0.196,0.277,0.266,0.361,0.462,0.365,134,-1.9,292.3,-117.4,44.1,1010482
Dolph Camilli,- - -,1490,6352,1482,239,936,950,60,14.90%,15.10%,0.215,0.299,0.277,0.388,0.492,0.403,136,8.9,285.1,-39.8,44,1001860
Roy Thomas,- - -,1470,6575,1537,7,1011,299,244,15.80%,8.90%,0.043,0.2,0.29,0.413,0.333,0.375,128,-15.2,216.6,-17.9,44,1012992
Bernie Williams,Yankees,2076,9053,2336,287,1366,1257,147,11.80%,13.40%,0.18,0.318,0.297,0.381,0.477,0.373,126,-16.1,286.3,-143,43.9,857
Buddy Myer,- - -,1923,8187,2131,38,1174,850,156,11.80%,5.20%,0.103,0.318,0.303,0.389,0.406,0.372,110,-20.5,94.6,62.2,43.9,1009415
Mike Tiernan,Giants,1476,6716,1834,106,1313,851,428,11.10%,5.80%,0.152,0.32,0.311,0.392,0.463,0.402,132,10.8,340.6,-86.9,43.8,1013062
Bobby Veach,- - -,1821,7557,2063,64,953,1166,195,7.60%,4.90%,0.132,0.321,0.31,0.37,0.442,0.383,124,-4.3,207.3,-51.6,43.7,1013388
Andrew McCutchen,Pirates,1286,5585,1406,192,781,694,169,11.90%,17.70%,0.197,0.33,0.292,0.381,0.489,0.375,139,20.7,274.6,-34,43.7,9847
Hardy Richardson,- - -,1331,6029,1688,70,1120,822,205,6.30%,7.40%,0.136,0.316,0.299,0.344,0.435,0.359,123,2.7,212.1,40.6,43.6,1010909
Tony Fernandez,- - -,2158,8793,2276,94,1057,844,246,7.80%,8.90%,0.111,0.308,0.288,0.347,0.399,0.333,102,-9.1,19.3,116.9,43.5,1004002
Augie Galan,- - -,1742,7003,1706,100,1004,830,123,14.00%,5.60%,0.132,0.295,0.287,0.39,0.419,0.382,125,21,231.2,-30.6,43.4,1004440
Jake Daubert,- - -,2014,8742,2326,56,1117,722,251,7.10%,5.60%,0.097,0.318,0.303,0.36,0.401,0.362,117,-7.1,166,-46.9,43.4,1003005
Al Oliver,- - -,2368,9778,2743,219,1189,1326,84,5.50%,7.70%,0.148,0.309,0.303,0.344,0.451,0.352,120,-6.8,220.4,-135,43.4,1009773
Lance Parrish,- - -,1988,7797,1782,324,856,1070,28,7.80%,19.60%,0.188,0.276,0.252,0.313,0.44,0.332,105,-10.2,34.9,128.5,43.4,1010021
Lou Brock,- - -,2616,11238,3023,149,1610,900,938,6.80%,15.40%,0.118,0.338,0.293,0.343,0.41,0.336,109,75,187.6,-169.3,43.2,1001458
Heinie Manush,- - -,2008,8416,2524,110,1287,1183,114,6.00%,4.10%,0.149,0.335,0.33,0.377,0.479,0.389,120,-2.8,218.9,-75.1,43.1,1008089
George Gore,- - -,1310,6104,1612,46,1327,618,170,11.70%,5.40%,0.11,0.315,0.301,0.386,0.411,0.377,131,-11.7,277.3,-32.3,42.9,1004879
Chuck Klein,- - -,1753,7168,2076,300,1168,1201,79,8.40%,7.30%,0.223,0.314,0.32,0.379,0.543,0.411,133,13.4,327.3,-108.4,42.8,1006991
Babe Herman,- - -,1552,6226,1818,181,882,997,94,8.40%,8.90%,0.207,0.336,0.324,0.383,0.532,0.41,139,16.7,340.8,-92.4,42.7,1005691
Wally Berger,- - -,1350,5663,1550,242,809,898,36,7.70%,12.30%,0.221,0.309,0.3,0.359,0.522,0.393,136,5.6,267.1,-7.4,42.7,1000875
Jose Reyes,- - -,1715,7791,2047,135,1117,681,499,7.00%,10.80%,0.143,0.308,0.286,0.336,0.43,0.331,104,72.8,108.6,58.7,42.6,1736
Omar Vizquel,- - -,2968,12013,2877,80,1445,951,404,8.60%,9.00%,0.08,0.294,0.272,0.336,0.352,0.31,83,14.4,-234.2,263.8,42.6,411
Rabbit Maranville,- - -,2670,11256,2605,28,1255,884,291,7.50%,6.70%,0.081,0.277,0.258,0.318,0.34,0.313,83,12.4,-239,278.4,42.5,1008099
Jack Fournier,- - -,1530,6033,1631,136,822,859,145,9.70%,6.90%,0.17,0.323,0.313,0.392,0.483,0.406,141,-4.3,300.6,-87.7,42.2,1004264
Brett Butler,- - -,2213,9545,2375,54,1359,578,558,11.80%,9.50%,0.086,0.319,0.29,0.377,0.376,0.344,115,6.1,169.7,-76.5,42.2,1001772
Hack Wilson,- - -,1348,5556,1461,244,884,1063,52,12.10%,12.80%,0.238,0.32,0.307,0.395,0.545,0.421,143,7.8,330.3,-67.4,42.1,1014083
Gil Hodges,- - -,2071,8104,1921,370,1105,1274,63,11.60%,14.00%,0.214,0.278,0.273,0.359,0.487,0.378,121,3.9,214.7,-58.7,42.1,1005883
Jose Canseco,- - -,1887,8129,1877,462,1186,1407,200,11.10%,23.90%,0.249,0.299,0.266,0.353,0.515,0.375,130,2.7,303.5,-165.4,42.1,1001918
Carl Crawford,- - -,1716,7178,1931,136,998,766,480,5.30%,14.90%,0.145,0.326,0.29,0.33,0.435,0.332,104,87.3,124.9,52.6,42.1,1201
Julio Franco,- - -,2527,9731,2586,173,1285,1194,281,9.40%,13.80%,0.119,0.333,0.298,0.365,0.417,0.348,112,2.1,146.2,-60.6,42,87
Ernie Lombardi,- - -,1853,6349,1792,190,601,990,8,6.80%,4.10%,0.154,0.297,0.306,0.358,0.46,0.376,125,-1.2,194.2,26.7,41.9,1007718
Andy Van Slyke,- - -,1658,6495,1562,164,835,792,245,10.30%,16.40%,0.169,0.308,0.274,0.349,0.443,0.35,120,23.8,168.7,19.3,41.9,1013363
Davey Lopes,- - -,1812,7340,1671,155,1023,614,557,11.30%,11.60%,0.125,0.281,0.263,0.349,0.388,0.336,111,67.8,158,0.4,41.8,1007750
Devon White,- - -,1941,8080,1934,208,1125,846,346,6.70%,18.90%,0.156,0.305,0.263,0.319,0.419,0.326,98,27.3,4.2,150.6,41.8,1013862
Dixie Walker,- - -,1905,7666,2064,105,1037,1023,59,10.70%,4.20%,0.131,0.31,0.306,0.383,0.437,0.383,122,3.6,203,-49.8,41.6,1013512
Darryl Strawberry,- - -,1583,6326,1401,335,898,1000,221,12.90%,21.40%,0.247,0.282,0.259,0.357,0.505,0.372,137,2.6,272,-81.2,41.5,1012606
Torii Hunter,- - -,2372,9692,2452,353,1296,1391,195,6.80%,18.00%,0.185,0.307,0.277,0.331,0.461,0.342,110,-8.7,102.7,-19.5,41.5,731
Nomar Garciaparra,- - -,1434,6116,1747,229,927,936,95,6.60%,9.10%,0.208,0.312,0.313,0.361,0.521,0.376,124,4.8,199.9,18.8,41.4,190
Roger Peckinpaugh,- - -,2012,8383,1876,48,1006,740,205,9.70%,7.50%,0.076,0.281,0.259,0.336,0.335,0.325,89,4.9,-107.3,222.3,41.4,1010116
Earle Combs,Yankees,1455,6507,1866,58,1186,632,96,10.30%,4.30%,0.138,0.334,0.325,0.397,0.462,0.395,127,-13,223.6,-27.7,41.3,1002478
Ben Chapman,- - -,1717,7420,1958,90,1144,977,287,11.10%,7.50%,0.138,0.32,0.302,0.383,0.44,0.379,115,-4.7,151.9,6.8,41.3,1002141
Phil Rizzuto,Yankees,1661,6711,1588,38,877,563,149,9.70%,5.90%,0.082,0.288,0.273,0.351,0.355,0.335,96,6.8,-24.6,207.9,41.3,1011011
Hanley Ramirez,- - -,1559,6674,1740,256,1004,857,277,9.30%,17.00%,0.2,0.324,0.293,0.365,0.493,0.369,128,22.1,249.5,-58.4,41.2,8001
Dave Parker,- - -,2466,10184,2712,339,1272,1493,154,6.70%,15.10%,0.181,0.314,0.29,0.339,0.471,0.354,120,-14.3,218.1,-159.3,41.1,1010000
Ben Zobrist,- - -,1405,5914,1340,153,763,673,112,12.30%,14.80%,0.166,0.289,0.264,0.356,0.43,0.344,117,17.1,136.3,61.2,41.1,7435
Deacon White,- - -,1560,6972,2066,23,1140,977,57,4.40%,3.20%,0.08,0.32,0.312,0.346,0.392,0.343,121,-22.5,207.4,10.7,41.1,1013860
Albert Belle,- - -,1539,6676,1726,381,974,1239,88,10.20%,14.40%,0.269,0.293,0.295,0.369,0.564,0.396,139,-0.3,339.6,-145.5,41,1000802
Wally Schang,- - -,1842,6423,1506,59,769,710,121,13.20%,8.90%,0.117,0.31,0.284,0.393,0.401,0.38,120,-1.7,151.4,18.6,41,1011521
Paul O'Neill,- - -,2053,8329,2105,281,1041,1269,141,10.70%,14.00%,0.183,0.306,0.288,0.363,0.47,0.362,120,-3.1,210.2,-78.7,41,1009818
Roy White,Yankees,1881,7736,1803,160,964,758,233,12.10%,9.20%,0.133,0.281,0.271,0.36,0.404,0.347,123,4.3,195.9,-54,41,1013890
Herman Long,- - -,1874,8493,2127,91,1455,1055,534,7.20%,5.50%,0.105,0.303,0.277,0.335,0.383,0.342,93,37,-40.2,181.6,41,1007731
Del Pratt,- - -,1836,7609,1996,43,856,970,247,6.70%,5.20%,0.111,0.305,0.292,0.345,0.403,0.355,110,-5.8,82,50.5,40.9,1010512
Dick Bartell,- - -,2016,8743,2165,79,1130,710,109,8.60%,7.20%,0.108,0.301,0.284,0.355,0.391,0.348,98,17.2,-10.8,147.1,40.9,1000621
Thurman Munson,Yankees,1423,5904,1558,113,696,701,48,7.40%,9.70%,0.118,0.306,0.292,0.346,0.41,0.34,116,-7.9,98,98.4,40.9,1009334
Arlie Latham,- - -,1627,7502,1833,27,1478,563,739,7.80%,5.80%,0.073,0.282,0.269,0.334,0.341,0.326,95,78,24.9,138.8,40.9,1007371
Darrell Porter,- - -,1782,6570,1369,188,765,826,39,13.80%,15.60%,0.162,0.269,0.247,0.354,0.409,0.342,113,-5.9,94.3,80.3,40.8,1010450
Tony Oliva,Twins,1676,6879,1917,220,870,947,86,6.50%,9.40%,0.172,0.309,0.304,0.353,0.476,0.365,129,-1.2,220.4,-48,40.7,1009772
Don Mattingly,Yankees,1785,7722,2153,222,1007,1099,14,7.60%,5.70%,0.164,0.3,0.307,0.358,0.471,0.361,124,-2.7,218.4,-75.9,40.7,1008261
Bill Nicholson,- - -,1677,6418,1484,235,837,948,27,12.50%,12.90%,0.198,0.279,0.268,0.365,0.465,0.387,132,2.5,237.9,-50.2,40.6,1009554
Doug DeCinces,- - -,1649,6534,1505,237,778,879,58,9.50%,13.80%,0.186,0.268,0.259,0.329,0.445,0.342,114,-7,102.1,73.6,40.5,1003123
Ken Williams,- - -,1397,5616,1552,196,860,913,154,10.10%,5.10%,0.211,0.31,0.319,0.393,0.53,0.42,134,-7.8,251,-32.6,40.4,1014012
David Justice,- - -,1610,6602,1571,305,929,1017,53,13.70%,15.10%,0.221,0.289,0.279,0.378,0.5,0.38,130,-11.2,234.5,-52.8,40.4,923
Steve Finley,- - -,2583,10460,2548,304,1443,1167,320,8.10%,12.40%,0.171,0.285,0.271,0.332,0.442,0.336,104,26.9,76.1,-8,40.4,54
